cycle,range_bin,doppler_bin,output_hex
1166985000,28,8,00b0ff97
1166995000,28,9,00a70080
1167005000,28,10,feb7fd6e
1167015000,28,11,01fd060d
1167025000,28,12,fee3fad6
1167035000,28,13,00f800f4
1167045000,28,14,ff19004d
1167055000,28,15,000e0001
1167065000,28,16,005d0083
1167075000,28,17,0093ff4a
1167085000,28,18,fde9fff5
1167095000,28,19,0195008f
1167105000,28,20,fef2feb7
1167115000,28,21,00850206
1167125000,28,22,005affbb
1167135000,28,23,fefffe3a
1167145000,28,24,02d60175
1167155000,28,25,fd19ff8c
1167165000,28,26,012dffa4
1167175000,28,27,ff630089
1167185000,28,28,0115fed6
1167195000,28,29,fe4c01c6
1167205000,28,30,01fdffe7
1167215000,28,31,fddeff31
1171495000,29,0,013dfe98
1171505000,29,1,ff2e01dc
1171515000,29,2,ffcbfe32
1171525000,29,3,007d01f1
1171535000,29,4,feb8006c
1171545000,29,5,0298fe70
1171555000,29,6,ff0e00d0
1171565000,29,7,fe8dffbf
1171575000,29,8,01ed0074
1171585000,29,9,fe36feca
1171595000,29,10,01520043
1171605000,29,11,fea90209
1171615000,29,12,0115fd8f
1171625000,29,13,0040003e
1171635000,29,14,ffb30180
1171645000,29,15,00c3fdf3
1171655000,29,16,fef3026a
1171665000,29,17,013cfe90
1171675000,29,18,fced0082
1171685000,29,19,0313ff65
1171695000,29,20,fdfcff6e
1171705000,29,21,00de00b8
1171715000,29,22,001000c8
1171725000,29,23,ff8dff8d
1171735000,29,24,023fff9e
1171745000,29,25,fe540026
1171755000,29,26,ff4a007d
1171765000,29,27,009b0021
1171775000,29,28,00ebfe0b
1171785000,29,29,fe660246
1171795000,29,30,018bfefc
1171805000,29,31,fe7f0029
1176085000,30,0,0108004c
1176095000,30,1,fec9ff46
1176105000,30,2,00af00da
1176115000,30,3,ffffffc8
1176125000,30,4,ff7c0125
1176135000,30,5,0183ff08
1176145000,30,6,ffceffec
1176155000,30,7,fe37ffc1
1176165000,30,8,01c10051
1176175000,30,9,002f0079
1176185000,30,10,fed4fdbf
1176195000,30,11,0078030b
1176205000,30,12,feb7fdcc
1176215000,30,13,02bf00b8
1176225000,30,14,fd4fffbe
1176235000,30,15,01f7ff8a
1176245000,30,16,006c00c4
1176255000,30,17,feefffb0
1176265000,30,18,ff69ffe6
1176275000,30,19,ffeb00c0
1176285000,30,20,ffaaff39
1176295000,30,21,fe89ffca
1176305000,30,22,047c00cc
1176315000,30,23,fd45fec7
1176325000,30,24,000f01eb
1176335000,30,25,0009fdf9
1176345000,30,26,00940191
1176355000,30,27,003e0035
1176365000,30,28,fef70062
1176375000,30,29,0105fe9e
1176385000,30,30,ff2fffb2
1176395000,30,31,ffcd0086
1180675000,31,0,fdcaff82
1180685000,31,1,03acff4a
1180695000,31,2,fb8a00fb
1180705000,31,3,03c0ff52
1180715000,31,4,ff6e0083
1180725000,31,5,ff83ffee
1180735000,31,6,007d0136
1180745000,31,7,ffb9fed9
1180755000,31,8,ff22fff0
1180765000,31,9,0202ff80
1180775000,31,10,fd52011f
1180785000,31,11,00e9fff4
1180795000,31,12,01adfe90
1180805000,31,13,ff1100f3
1180815000,31,14,0052ff77
1180825000,31,15,feec0057
1180835000,31,16,0202ffbe
1180845000,31,17,fd9e0054
1180855000,31,18,00dc0157
1180865000,31,19,0018fe12
1180875000,31,20,ff7effd1
1180885000,31,21,001700ca
1180895000,31,22,01b3ffa4
1180905000,31,23,fe35002f
1180915000,31,24,ff82fff8
1180925000,31,25,009000fa
1180935000,31,26,015cff03
1180945000,31,27,ff0700d4
1180955000,31,28,00c7fe64
1180965000,31,29,feb90105
1180975000,31,30,00faff9b
1180985000,31,31,ffbe00dd
1185265000,32,0,004e00d5
1185275000,32,1,002bfe5c
1185285000,32,2,01000073
1185295000,32,3,feab00c7
1185305000,32,4,000bff04
1185315000,32,5,01630228
1185325000,32,6,fe4efe26
1185335000,32,7,00cc012b
1185345000,32,8,fea5fef5
1185355000,32,9,01d8007f
1185365000,32,10,ff11fdf8
1185375000,32,11,ffc00411
1185385000,32,12,0062fdc5
1185395000,32,13,ffe5feea
1185405000,32,14,00d002f4
1185415000,32,15,ff65fd30
1185425000,32,16,00080181
1185435000,32,17,fe0f00b4
1185445000,32,18,0318fea7
1185455000,32,19,ff7d00af
1185465000,32,20,feb9ff88
1185475000,32,21,ffcf0044
1185485000,32,22,019cff72
1185495000,32,23,fdbe0051
1185505000,32,24,03e90289
1185515000,32,25,fcbefd75
1185525000,32,26,0207000a
1185535000,32,27,fee0ffe9
1185545000,32,28,009e002b
1185555000,32,29,0009fe9e
1185565000,32,30,fffe0258
1185575000,32,31,fec9fe9c
1189855000,33,0,00010179
1189865000,33,1,00d3005f
1189875000,33,2,0008fed1
1189885000,33,3,ffb2011c
1189895000,33,4,feb10055
1189905000,33,5,02d3ff93
1189915000,33,6,fdb4feb5
1189925000,33,7,010101a9
1189935000,33,8,fec6fec2
1189945000,33,9,014000e1
1189955000,33,10,0019fdd2
1189965000,33,11,fffa0371
1189975000,33,12,ff62fea4
1189985000,33,13,feeffe72
1189995000,33,14,017d0204
1190005000,33,15,0065ff55
1190015000,33,16,fec5ffe9
1190025000,33,17,00b3fffd
1190035000,33,18,ffa0003b
1190045000,33,19,00000084
1190055000,33,20,ff0dff7f
1190065000,33,21,01f3ff1d
1190075000,33,22,ff12019b
1190085000,33,23,ff8ffdf1
1190095000,33,24,025002f8
1190105000,33,25,fd32fe67
1190115000,33,26,01830032
1190125000,33,27,ff68011b
1190135000,33,28,00dcfe14
1190145000,33,29,ff93006a
1190155000,33,30,01210024
1190165000,33,31,fe37fe85
1194445000,34,0,0296feb5
1194455000,34,1,feb101a2
1194465000,34,2,00c6fe54
1194475000,34,3,ff290228
1194485000,34,4,ff4cfdd0
1194495000,34,5,022f028e
1194505000,34,6,fec0fec9
1194515000,34,7,fffd0008
1194525000,34,8,00710093
1194535000,34,9,ff83fedd
1194545000,34,10,00b1ffb8
1194555000,34,11,fe8d00f6
1194565000,34,12,00ac0019
1194575000,34,13,00e5fd95
1194585000,34,14,fe580310
1194595000,34,15,01b4ff03
1194605000,34,16,fe4e00a3
1194615000,34,17,0201ff58
1194625000,34,18,fde20066
1194635000,34,19,00e50046
1194645000,34,20,ffcafe7e
1194655000,34,21,003b0120
1194665000,34,22,fff00087
1194675000,34,23,ff5dfddc
1194685000,34,24,021f03cd
1194695000,34,25,ff5bfdf9
1194705000,34,26,fea7ff82
1194715000,34,27,0111ffd8
1194725000,34,28,fffa0069
1194735000,34,29,ff09009d
1194745000,34,30,03280004
1194755000,34,31,fbfeff4d
1199035000,35,0,ffd602af
1199045000,35,1,ff21fed6
1199055000,35,2,011a007b
1199065000,35,3,000800e8
1199075000,35,4,ff12fe1f
1199085000,35,5,014c023b
1199095000,35,6,ff66fe7a
1199105000,35,7,0059008f
1199115000,35,8,fe8d001b
1199125000,35,9,01e40017
1199135000,35,10,fd74fec9
1199145000,35,11,0333021b
1199155000,35,12,fe01fded
1199165000,35,13,00e8ff94
1199175000,35,14,ff65013b
1199185000,35,15,00280025
1199195000,35,16,00c00035
1199205000,35,17,fdef0008
1199215000,35,18,0086006b
1199225000,35,19,014cfee6
1199235000,35,20,fee0ffaf
1199245000,35,21,012600db
1199255000,35,22,ff740066
1199265000,35,23,ff15fe8b
1199275000,35,24,0251015d
1199285000,35,25,fdcc014f
1199295000,35,26,00d0fd11
1199305000,35,27,001d014f
1199315000,35,28,00e10071
1199325000,35,29,fe6eff6a
1199335000,35,30,01a5017d
1199345000,35,31,ff2efc51
1203625000,36,0,004d01dc
1203635000,36,1,010cff80
1203645000,36,2,ff31ff98
1203655000,36,3,00310243
1203665000,36,4,feb3fe73
1203675000,36,5,03a1004c
1203685000,36,6,fd13ff92
1203695000,36,7,00ab0055
1203705000,36,8,0008ff6f
1203715000,36,9,ffb50010
1203725000,36,10,00840037
1203735000,36,11,ff490133
1203745000,36,12,0069fe52
1203755000,36,13,ffcd0020
1203765000,36,14,00770028
1203775000,36,15,ff78002f
1203785000,36,16,00230096
1203795000,36,17,017effa8
1203805000,36,18,fd910018
1203815000,36,19,00d10059
1203825000,36,20,005dff2d
1203835000,36,21,ff6fff8c
1203845000,36,22,0053018c
1203855000,36,23,fdfffd91
1203865000,36,24,0540036f
1203875000,36,25,fbcdfe70
1203885000,36,26,013e0051
1203895000,36,27,00b9ff89
1203905000,36,28,fe7fffd6
1203915000,36,29,018700b8
1203925000,36,30,000fffaa
1203935000,36,31,fe4afdfb
1208215000,37,0,01c7028d
1208225000,37,1,ff6cff28
1208235000,37,2,012fffd7
1208245000,37,3,feabffb9
1208255000,37,4,fed4023e
1208265000,37,5,02aafe08
1208275000,37,6,fe40ff6f
1208285000,37,7,00a80134
1208295000,37,8,ff80ff7e
1208305000,37,9,ffa20022
1208315000,37,10,011afecd
1208325000,37,11,ff65036f
1208335000,37,12,0085fccf
1208345000,37,13,ff180072
1208355000,37,14,01970061
1208365000,37,15,ff47ffee
1208375000,37,16,ff09ff5b
1208385000,37,17,00e80122
1208395000,37,18,fde7ffa7
1208405000,37,19,02c100b1
1208415000,37,20,fde2ff28
1208425000,37,21,01a0ff9c
1208435000,37,22,ff5c00c3
1208445000,37,23,fee6ff4e
1208455000,37,24,028001e2
1208465000,37,25,fe9afe54
1208475000,37,26,00ac008d
1208485000,37,27,ffeb005f
1208495000,37,28,ff05fefb
1208505000,37,29,011e002a
1208515000,37,30,ff31016d
1208525000,37,31,ff0ffd08
1212805000,38,0,008501b2
1212815000,38,1,004bfdef
1212825000,38,2,fed2026c
1212835000,38,3,0124007e
1212845000,38,4,fee9fdf3
1212855000,38,5,013e010e
1212865000,38,6,fec500c5
1212875000,38,7,00e3fe42
1212885000,38,8,ffcb0194
1212895000,38,9,01a2ffce
1212905000,38,10,fd74fea8
1212915000,38,11,00770180
1212925000,38,12,0054fee7
1212935000,38,13,fffd0015
1212945000,38,14,ff9aff6e
1212955000,38,15,008a0177
1212965000,38,16,01d10094
1212975000,38,17,fd81fec7
1212985000,38,18,00d6008e
1212995000,38,19,ff34fef2
1213005000,38,20,0151006d
1213015000,38,21,fde0004e
1213025000,38,22,01810087
1213035000,38,23,ffdffedc
1213045000,38,24,013b0026
1213055000,38,25,fe620248
1213065000,38,26,00ecfc42
1213075000,38,27,ffb5034c
1213085000,38,28,0046fe81
1213095000,38,29,ffe5ff93
1213105000,38,30,000801aa
1213115000,38,31,ff40fd4f
1217395000,39,0,0070011d
1217405000,39,1,fd42ff9f
1217415000,39,2,025b003a
1217425000,39,3,fea1000b
1217435000,39,4,ff600081
1217445000,39,5,02b1ffde
1217455000,39,6,fd4fff92
1217465000,39,7,0202016a
1217475000,39,8,ff49fe24
1217485000,39,9,ff7f0122
1217495000,39,10,0137fd6e
1217505000,39,11,ff69043c
1217515000,39,12,003dfd51
1217525000,39,13,ff0dff2b
1217535000,39,14,00c70180
1217545000,39,15,ff91002e
1217555000,39,16,00b0ff53
1217565000,39,17,ff3600cb
1217575000,39,18,0013ff38
1217585000,39,19,00210035
1217595000,39,20,ff6aff79
1217605000,39,21,007bffd6
1217615000,39,22,0035018a
1217625000,39,23,00baff0c
1217635000,39,24,ff3700c0
1217645000,39,25,ffbdffc8
1217655000,39,26,ffe3ffe8
1217665000,39,27,00cdffac
1217675000,39,28,fe39ff99
1217685000,39,29,027bff9d
1217695000,39,30,fe7d0314
1217705000,39,31,0123fcb4
1221985000,40,0,fffa0254
1221995000,40,1,001afee6
1222005000,40,2,013100ba
1222015000,40,3,ffa9ff72
1222025000,40,4,fd8101e3
1222035000,40,5,04bffd6f
1222045000,40,6,fd0201ee
1222055000,40,7,0068fe8e
1222065000,40,8,0015008d
1222075000,40,9,ff1100bb
1222085000,40,10,025efd8d
1222095000,40,11,fe1404d9
1222105000,40,12,016afc22
1222115000,40,13,fe5dff93
1222125000,40,14,017d010d
1222135000,40,15,ffa6ffd1
1222145000,40,16,ffbc0012
1222155000,40,17,00b4ffbc
1222165000,40,18,ff6100f6
1222175000,40,19,ff2bffd4
1222185000,40,20,0111fee5
1222195000,40,21,fe8500e1
1222205000,40,22,0154fe9e
1222215000,40,23,feac0046
1222225000,40,24,02450275
1222235000,40,25,ff0dff43
1222245000,40,26,ff78fdc7
1222255000,40,27,0110020d
1222265000,40,28,fe04feee
1222275000,40,29,01cb0055
1222285000,40,30,ffd500d3
1222295000,40,31,fed6fda7
1226575000,41,0,025a00bf
1226585000,41,1,febaff53
1226595000,41,2,0096002a
1226605000,41,3,000fff07
1226615000,41,4,ff0e01ea
1226625000,41,5,027e0095
1226635000,41,6,fd770039
1226645000,41,7,011bfdc5
1226655000,41,8,0077004e
1226665000,41,9,fef60241
1226675000,41,10,0103fc2c
1226685000,41,11,fe1d0367
1226695000,41,12,0262fe08
1226705000,41,13,ff1800c9
1226715000,41,14,fef2ffcc
1226725000,41,15,01810028
1226735000,41,16,ff4a003f
1226745000,41,17,0182ffff
1226755000,41,18,fda2feee
1226765000,41,19,0139019f
1226775000,41,20,ff9efe6c
1226785000,41,21,ffa20067
1226795000,41,22,00a700e9
1226805000,41,23,fefbff27
1226815000,41,24,012500d0
1226825000,41,25,ffd60001
1226835000,41,26,00ddfe84
1226845000,41,27,ff0b0033
1226855000,41,28,0042021e
1226865000,41,29,ff70fe3f
1226875000,41,30,01b800f2
1226885000,41,31,fcd9fed4
1231165000,42,0,021b0076
1231175000,42,1,fea500c2
1231185000,42,2,008cffb1
1231195000,42,3,0036ff92
1231205000,42,4,ff11000e
1231215000,42,5,01df00ff
1231225000,42,6,fe34fedc
1231235000,42,7,0220ffa8
1231245000,42,8,fcf800a5
1231255000,42,9,021c0127
1231265000,42,10,fefdfe4f
1231275000,42,11,004d0160
1231285000,42,12,00e5fe29
1231295000,42,13,ff51ffd9
1231305000,42,14,01130215
1231315000,42,15,feb4ff70
1231325000,42,16,ffeffe72
1231335000,42,17,018d0124
1231345000,42,18,fca60085
1231355000,42,19,020afeea
1231365000,42,20,002d003c
1231375000,42,21,febd0017
1231385000,42,22,025c0124
1231395000,42,23,fe36fe92
1231405000,42,24,006e00ff
1231415000,42,25,003eff8b
1231425000,42,26,00850013
1231435000,42,27,feffff10
1231445000,42,28,009d0251
1231455000,42,29,febffe59
1231465000,42,30,0259ffd3
1231475000,42,31,fd52ffba
1235755000,43,0,0165022c
1235765000,43,1,ff6a00e9
1235775000,43,2,ff90fedf
1235785000,43,3,00e5ff97
1235795000,43,4,fe8700fb
1235805000,43,5,03180040
1235815000,43,6,fec2feec
1235825000,43,7,fda7fff6
1235835000,43,8,02f20151
1235845000,43,9,fdebff8d
1235855000,43,10,014bff6c
1235865000,43,11,fed000db
1235875000,43,12,00a7fd85
1235885000,43,13,01f40226
1235895000,43,14,fd4f0024
1235905000,43,15,0219ffa4
1235915000,43,16,fe51ffc2
1235925000,43,17,00ec00ef
1235935000,43,18,fe78fe33
1235945000,43,19,02110163
1235955000,43,20,fd87feff
1235965000,43,21,01be00be
1235975000,43,22,0096ffc2
1235985000,43,23,ff110062
1235995000,43,24,0040ffdd
1236005000,43,25,fff3ff1b
1236015000,43,26,009d0152
1236025000,43,27,fe2a0017
1236035000,43,28,0243ff7d
1236045000,43,29,fe5aff6c
1236055000,43,30,020900a6
1236065000,43,31,fd67fda8
1240345000,44,0,02c9fed0
1240355000,44,1,fe750066
1240365000,44,2,014fffd2
1240375000,44,3,ff35ffb8
1240385000,44,4,ff3a009f
1240395000,44,5,0399ffab
1240405000,44,6,fdbe0167
1240415000,44,7,ff21fd66
1240425000,44,8,0040024a
1240435000,44,9,005cff8e
1240445000,44,10,00d9fe94
1240455000,44,11,003b0362
1240465000,44,12,fe7efca1
1240475000,44,13,02650096
1240485000,44,14,fcfb0063
1240495000,44,15,01d9fefa
1240505000,44,16,ffd700e8
1240515000,44,17,004f0012
1240525000,44,18,fe41ffbc
1240535000,44,19,01650044
1240545000,44,20,001aff51
1240555000,44,21,ff210059
1240565000,44,22,00b0021f
1240575000,44,23,ff45fc42
1240585000,44,24,00f402e2
1240595000,44,25,feb4ff2e
1240605000,44,26,017bfe2e
1240615000,44,27,fe9b021a
1240625000,44,28,0152fef3
1240635000,44,29,ff6d006a
1240645000,44,30,018b002f
1240655000,44,31,fc2100de
1244935000,45,0,ffcdff08
1244945000,45,1,017a0132
1244955000,45,2,fe31ff29
1244965000,45,3,01990109
1244975000,45,4,fd6cff78
1244985000,45,5,03b7ff68
1244995000,45,6,fde9032a
1245005000,45,7,00a0fc3d
1245015000,45,8,ffa201e7
1245025000,45,9,00c5ff34
1245035000,45,10,febfff1e
1245045000,45,11,00cb025d
1245055000,45,12,ff33fdda
1245065000,45,13,009900ef
1245075000,45,14,0027ff2c
1245085000,45,15,ffe70185
1245095000,45,16,023ffe6a
1245105000,45,17,fd0200b4
1245115000,45,18,ffff0081
1245125000,45,19,ffcbffd5
1245135000,45,20,01baff10
1245145000,45,21,fe590022
1245155000,45,22,00a10140
1245165000,45,23,0018fe0d
1245175000,45,24,011a014f
1245185000,45,25,fe930142
1245195000,45,26,0079fda8
1245205000,45,27,ff5d022d
1245215000,45,28,0177fed6
1245225000,45,29,ff63fed3
1245235000,45,30,ffdf01ca
1245245000,45,31,ff65ff71
1249525000,46,0,0172fef0
1249535000,46,1,001b004f
1249545000,46,2,003ffff5
1249555000,46,3,ffdcffe3
1249565000,46,4,ff0500a2
1249575000,46,5,0193007a
1249585000,46,6,fef5000e
1249595000,46,7,ffd4fe23
1249605000,46,8,00b70105
1249615000,46,9,00ec0013
1249625000,46,10,fed6ff35
1249635000,46,11,ff5800eb
1249645000,46,12,0089ffa6
1249655000,46,13,003eff62
1249665000,46,14,fff9016a
1249675000,46,15,ff92fe67
1249685000,46,16,01380164
1249695000,46,17,0109fe47
1249705000,46,18,fb81019b
1249715000,46,19,039cffa1
1249725000,46,20,fd89ff42
1249735000,46,21,01350004
1249745000,46,22,00290118
1249755000,46,23,ff76ff5f
1249765000,46,24,010700c3
1249775000,46,25,fe64ff4f
1249785000,46,26,033effcb
1249795000,46,27,fd30017d
1249805000,46,28,0089fe6a
1249815000,46,29,009e00e8
1249825000,46,30,ffcdfe70
1249835000,46,31,fe4c01cb
1254115000,47,0,fe68ffe1
1254125000,47,1,03710013
1254135000,47,2,fdaf0024
1254145000,47,3,0103ff91
1254155000,47,4,fedb0028
1254165000,47,5,006eff6c
1254175000,47,6,ff590164
1254185000,47,7,00f5ffb3
1254195000,47,8,ffe4fef3
1254205000,47,9,ff3c00f2
1254215000,47,10,01c1ff63
1254225000,47,11,fd6900ed
1254235000,47,12,01faff2c
1254245000,47,13,fe53ff53
1254255000,47,14,01fa00c4
1254265000,47,15,ff4f00d6
1254275000,47,16,fff8fe81
1254285000,47,17,00270065
1254295000,47,18,fe010076
1254305000,47,19,010f0193
1254315000,47,20,011dfddc
1254325000,47,21,fda200f4
1254335000,47,22,0199fe82
1254345000,47,23,01e301fd
1254355000,47,24,fe0cffcf
1254365000,47,25,00ccff46
1254375000,47,26,ff6b0127
1254385000,47,27,0115fde3
1254395000,47,28,fe9601a4
1254405000,47,29,ffd5ff25
1254415000,47,30,0160005a
1254425000,47,31,ff71ffde
1258705000,48,0,febd0091
1258715000,48,1,014bffb2
1258725000,48,2,ff68ff70
1258735000,48,3,008c0046
1258745000,48,4,fd1dffab
1258755000,48,5,05ce0151
1258765000,48,6,fbf7ff6e
1258775000,48,7,0051ff99
1258785000,48,8,00300117
1258795000,48,9,fefbfe0d
1258805000,48,10,01a60056
1258815000,48,11,ffd40348
1258825000,48,12,004ffcae
1258835000,48,13,fef8ffde
1258845000,48,14,01860153
1258855000,48,15,ff70ff0b
1258865000,48,16,feed00a7
1258875000,48,17,006b0034
1258885000,48,18,001cfef8
1258895000,48,19,ff5c01b6
1258905000,48,20,011dff3f
1258915000,48,21,ff30feff
1258925000,48,22,011d00ee
1258935000,48,23,fd83ff7f
1258945000,48,24,04ea00e9
1258955000,48,25,fb9fff89
1258965000,48,26,01760032
1258975000,48,27,0040ffdc
1258985000,48,28,ff53ff60
1258995000,48,29,009a005e
1259005000,48,30,ff96ff91
1259015000,48,31,00700055
1263295000,49,0,00f5017f
1263305000,49,1,012400a3
1263315000,49,2,fd71fea6
1263325000,49,3,02ba0152
1263335000,49,4,fcccffed
1263345000,49,5,0465fecc
1263355000,49,6,fc5e01ce
1263365000,49,7,025efe18
1263375000,49,8,fe230033
1263385000,49,9,ffb500f3
1263395000,49,10,02befee8
1263405000,49,11,fd9201b0
1263415000,49,12,00dffe0c
1263425000,49,13,ff980078
1263435000,49,14,007e0144
1263445000,49,15,ffbdfe65
1263455000,49,16,ffab0107
1263465000,49,17,00ceff7d
1263475000,49,18,fe790100
1263485000,49,19,0068ff92
1263495000,49,20,0158fea5
1263505000,49,21,fe37012a
1263515000,49,22,014a0048
1263525000,49,23,ff60fe78
1263535000,49,24,0161028f
1263545000,49,25,fe69000d
1263555000,49,26,00fcfe86
1263565000,49,27,fedcfff4
1263575000,49,28,00d90012
1263585000,49,29,00c40042
1263595000,49,30,0056003a
1263605000,49,31,fdcdfe13
1267885000,50,0,005301d0
1267895000,50,1,001e00cb
1267905000,50,2,00e8feea
1267915000,50,3,febcffbd
1267925000,50,4,00a10032
1267935000,50,5,010b0036
1267945000,50,6,fd73ff2f
1267955000,50,7,02bc01bd
1267965000,50,8,fe45fe3e
1267975000,50,9,0030024c
1267985000,50,10,ff21fd83
1267995000,50,11,011401eb
1268005000,50,12,0074fe2f
1268015000,50,13,ff4bffe8
1268025000,50,14,01660247
1268035000,50,15,ff0bfe00
1268045000,50,16,fee9ff90
1268055000,50,17,017001d7
1268065000,50,18,fea4ff02
1268075000,50,19,0044016b
1268085000,50,20,ff17fe34
1268095000,50,21,0293010e
1268105000,50,22,feff0077
1268115000,50,23,fe66fd9d
1268125000,50,24,028f02b6
1268135000,50,25,feb6fe9a
1268145000,50,26,010301a5
1268155000,50,27,ff54fd89
1268165000,50,28,0014023f
1268175000,50,29,ff23fdbc
1268185000,50,30,01b80267
1268195000,50,31,fe5bfd0a
1272475000,51,0,fed8fe97
1272485000,51,1,01440011
1272495000,51,2,fe8d00d5
1272505000,51,3,0269011b
1272515000,51,4,fce5fe92
1272525000,51,5,04110101
1272535000,51,6,fe15ffa3
1272545000,51,7,ff6bff85
1272555000,51,8,000100f3
1272565000,51,9,0011fe48
1272575000,51,10,ffe40147
1272585000,51,11,0128ff30
1272595000,51,12,feb8014f
1272605000,51,13,006bfe8b
1272615000,51,14,0111ff3a
1272625000,51,15,fe810226
1272635000,51,16,00c0fe73
1272645000,51,17,ff4602ef
1272655000,51,18,00effd3f
1272665000,51,19,fea30085
1272675000,51,20,00490072
1272685000,51,21,0031fef3
1272695000,51,22,016d0095
1272705000,51,23,fdbbfe5f
1272715000,51,24,02530437
1272725000,51,25,fe5dfdd8
1272735000,51,26,009cff61
1272745000,51,27,ffe00174
1272755000,51,28,000eff21
1272765000,51,29,0093fed1
1272775000,51,30,0031016a
1272785000,51,31,ff6d0002
1277065000,52,0,ffed00ca
1277075000,52,1,00940125
1277085000,52,2,ffc1fe17
1277095000,52,3,0069018a
1277105000,52,4,fe340024
1277115000,52,5,0481ffeb
1277125000,52,6,fce2ff3e
1277135000,52,7,ffa4013b
1277145000,52,8,00bafdb6
1277155000,52,9,fff6022c
1277165000,52,10,ffa7fecf
1277175000,52,11,00be012c
1277185000,52,12,0091fe7c
1277195000,52,13,fe120089
1277205000,52,14,015aff9b
1277215000,52,15,ffe1ffda
1277225000,52,16,ff9f014a
1277235000,52,17,01b6008f
1277245000,52,18,fc81fe11
1277255000,52,19,028b0016
1277265000,52,20,fef80148
1277275000,52,21,ff6bfe25
1277285000,52,22,01f0013a
1277295000,52,23,fd54ff89
1277305000,52,24,03720192
1277315000,52,25,fdd0ff28
1277325000,52,26,fffb007d
1277335000,52,27,00c6fdf8
1277345000,52,28,ff6b01bc
1277355000,52,29,00bafff7
1277365000,52,30,0050ffe9
1277375000,52,31,fea7fe96
1281655000,53,0,ff2b02a3
1281665000,53,1,ff08fe28
1281675000,53,2,013d004b
1281685000,53,3,001b0138
1281695000,53,4,ff000116
1281705000,53,5,016dfdfb
1281715000,53,6,ff55001e
1281725000,53,7,00340092
1281735000,53,8,ff1efec7
1281745000,53,9,0108016f
1281755000,53,10,fedcfec8
1281765000,53,11,00f30365
1281775000,53,12,0024fb5b
1281785000,53,13,ff94022f
1281795000,53,14,00adffd7
1281805000,53,15,ffedff75
1281815000,53,16,ffbdffd9
1281825000,53,17,ff3a0116
1281835000,53,18,013d00f1
1281845000,53,19,ff21fdba
1281855000,53,20,ff900042
1281865000,53,21,0045ffab
1281875000,53,22,0045015a
1281885000,53,23,0024ffe2
1281895000,53,24,003aff41
1281905000,53,25,ff4a00cf
1281915000,53,26,016effa8
1281925000,53,27,ff750045
1281935000,53,28,ff6400b1
1281945000,53,29,0056fccf
1281955000,53,30,febd036d
1281965000,53,31,01c7fd0b
1286245000,54,0,ff89fec5
1286255000,54,1,01d7fff2
1286265000,54,2,ffe8ffaa
1286275000,54,3,fed4004c
1286285000,54,4,00a000ef
1286295000,54,5,0051ff5f
1286305000,54,6,ffb3ff8d
1286315000,54,7,ffce0074
1286325000,54,8,009c0086
1286335000,54,9,ffb8feef
1286345000,54,10,ff5f0117
1286355000,54,11,ff48ff63
1286365000,54,12,016aff75
1286375000,54,13,ffd700c9
1286385000,54,14,0000fffa
1286395000,54,15,0197ff41
1286405000,54,16,fc9f0139
1286415000,54,17,0283fe88
1286425000,54,18,fe1202b4
1286435000,54,19,013efdce
1286445000,54,20,ffa00051
1286455000,54,21,005b0097
1286465000,54,22,00bffe09
1286475000,54,23,fe220282
1286485000,54,24,01f4ffa0
1286495000,54,25,fe02fef3
1286505000,54,26,026700eb
1286515000,54,27,fed6ff83
1286525000,54,28,00a60077
1286535000,54,29,fee1ff65
1286545000,54,30,0246fe50
1286555000,54,31,fd5102b9
1290835000,55,0,ff86002a
1290845000,55,1,ffda01a1
1290855000,55,2,ffbefe1c
1290865000,55,3,00780295
1290875000,55,4,ffadfe11
1290885000,55,5,01ec00f7
1290895000,55,6,fe73ff64
1290905000,55,7,ffb50117
1290915000,55,8,0030fe58
1290925000,55,9,ffaa0064
1290935000,55,10,0030ff64
1290945000,55,11,01ee022f
1290955000,55,12,fca7fd89
1290965000,55,13,03c6014a
1290975000,55,14,fd07fe84
1290985000,55,15,012e021e
1290995000,55,16,ff66ff7c
1291005000,55,17,0008fe73
1291015000,55,18,003e0278
1291025000,55,19,ff38fe73
1291035000,55,20,0109ff77
1291045000,55,21,ff54ff95
1291055000,55,22,ffe702a4
1291065000,55,23,000bfdc9
1291075000,55,24,0184010a
1291085000,55,25,fd500118
1291095000,55,26,01a8ffd8
1291105000,55,27,00f2fdb1
1291115000,55,28,fea3017f
1291125000,55,29,00feff22
1291135000,55,30,fe9b024c
1291145000,55,31,0132fd52
1295425000,56,0,fef900cc
1295435000,56,1,028cffd3
1295445000,56,2,fe47ff9e
1295455000,56,3,00ffffc7
1295465000,56,4,fd1a00c9
1295475000,56,5,0614008c
1295485000,56,6,fb07ff4a
1295495000,56,7,014e00a1
1295505000,56,8,ffe4fea9
1295515000,56,9,ff5b0133
1295525000,56,10,00b6fe93
1295535000,56,11,fff9046c
1295545000,56,12,007efb01
1295555000,56,13,ffb5016a
1295565000,56,14,00f10000
1295575000,56,15,ff94ff3f
1295585000,56,16,ff3101ba
1295595000,56,17,00a8ff6f
1295605000,56,18,fefbffdc
1295615000,56,19,004900c7
1295625000,56,20,0068fe51
1295635000,56,21,fffc00ee
1295645000,56,22,006b0030
1295655000,56,23,fe2efe07
1295665000,56,24,03b602f9
1295675000,56,25,fdf5ff1b
